id,time,activityrecognition#0,activityrecognition#1,android.sensor.accelerometer#mean,android.sensor.accelerometer#min,android.sensor.accelerometer#max,android.sensor.accelerometer#std,android.sensor.game_rotation_vector#mean,android.sensor.game_rotation_vector#min,android.sensor.game_rotation_vector#max,android.sensor.game_rotation_vector#std,android.sensor.gravity#mean,android.sensor.gravity#min,android.sensor.gravity#max,android.sensor.gravity#std,android.sensor.gyroscope#mean,android.sensor.gyroscope#min,android.sensor.gyroscope#max,android.sensor.gyroscope#std,android.sensor.gyroscope_uncalibrated#mean,android.sensor.gyroscope_uncalibrated#min,android.sensor.gyroscope_uncalibrated#max,android.sensor.gyroscope_uncalibrated#std,android.sensor.light#mean,android.sensor.light#min,android.sensor.light#max,android.sensor.light#std,android.sensor.linear_acceleration#mean,android.sensor.linear_acceleration#min,android.sensor.linear_acceleration#max,android.sensor.linear_acceleration#std,android.sensor.magnetic_field#mean,android.sensor.magnetic_field#min,android.sensor.magnetic_field#max,android.sensor.magnetic_field#std,android.sensor.magnetic_field_uncalibrated#mean,android.sensor.magnetic_field_uncalibrated#min,android.sensor.magnetic_field_uncalibrated#max,android.sensor.magnetic_field_uncalibrated#std,android.sensor.orientation#mean,android.sensor.orientation#min,android.sensor.orientation#max,android.sensor.orientation#std,android.sensor.pressure#mean,android.sensor.pressure#min,android.sensor.pressure#max,android.sensor.pressure#std,android.sensor.proximity#mean,android.sensor.proximity#min,android.sensor.proximity#max,android.sensor.proximity#std,android.sensor.rotation_vector#mean,android.sensor.rotation_vector#min,android.sensor.rotation_vector#max,android.sensor.rotation_vector#std,android.sensor.step_counter#mean,android.sensor.step_counter#min,android.sensor.step_counter#max,android.sensor.step_counter#std,sound#mean,sound#min,sound#max,sound#std,speed#mean,speed#min,speed#max,speed#std,target,user
16170,78.0,,100.0,9.81147629156,9.75889547269,9.84941095639,0.0146255073331,0.0293404701347,0.0290141820322,0.0295264272136,0.00011870091454,9.80665014968,9.80664908184,9.80665101272,4.78069230071e-07,0.00165077522136,0.0,0.00353308255853,0.000736963641413,0.0162213599906,0.0141724221314,0.0186953157594,0.000981864545925,0.0,0.0,0.0,0.0,0.0209778383629,0.00249536633909,0.0524095823954,0.0110446872158,57.0996378983,56.6903871922,57.5759501429,0.177548772376,51.3635659024,51.1997072531,51.5392083783,0.08089925898,354.286933099,353.598334711,354.942707018,0.2456763287,1004.09026074,1004.0554,1004.1279,0.0174157640628,8.0,8.0,8.0,,0.050413140269,0.0447771592556,0.0563513538347,0.00210922613983,28966.0,28966.0,28966.0,,,,,,0.0,0.0,0.0,0.0,Still,Luca
15871,145.0,,100.0,9.93920678262,7.70743742161,17.1466311902,1.7759442967,0.999924605824,0.99990333472,0.999945876927,3.00818830563e-05,9.80662395218,9.80662395218,9.80662395218,6.47497680352e-07,0.0363257142488,0.0116693879272,0.0593878960242,0.0202897002181,0.0390225389502,0.0141323301437,0.0854936945061,0.01862939992,0.0,0.0,0.0,,0.879220182554,0.641116952922,1.18580992175,0.278729993124,29.3512875433,28.1725051708,30.3860165208,0.921547089535,82.7677601815,82.4098901832,83.1256301799,0.506104605233,332.695576665,330.461053684,339.108607447,1.70581619737,1008.27466,1008.27466,1008.27466,,,,,,0.999981228739,0.999963053709,0.999999403768,2.57033732154e-05,,,,,89.200210191,89.06514335,89.3352770319,0.191013358299,16.539349,16.539349,16.539349,0.628594593951,Car,Luca
16811,150.0,,100.0,9.82717783631,9.80481712742,9.84926211274,0.0111991059917,0.665215406868,0.665212600816,0.665218212919,3.96835608801e-06,9.80665022401,9.80665002449,9.80665042352,2.82156820261e-07,0.00152461653211,0.0,0.0026093544661,0.000712700740663,0.016301566129,0.0146449655465,0.0173739375996,0.000875953734805,2.0,2.0,2.0,0.707106781187,0.0341102311454,0.0257091365417,0.0425113257492,0.0118809419274,29.904926993,29.7417215373,30.0383088738,0.130851298779,55.6957163835,55.5018017726,55.8685063341,0.128945251661,74.7526531434,73.2234934719,75.2685742895,0.413704157311,1005.97754,1005.97754,1005.97754,,8.0,8.0,8.0,,0.610456220789,0.610456220789,0.610456220789,0.0113123358202,,,,,,,,,0.0,0.0,0.0,0.0,Still,Luca
15831,105.0,,77.0,9.67303911332,7.65967372861,12.3042975935,0.862553258429,0.996220934012,0.993780916194,0.99866095183,0.00345070629065,9.80663764374,9.80663764374,9.80663764374,2.12056373828e-06,0.0364403150565,0.0204630617713,0.0525122451551,0.0105527726211,0.0507587448203,0.0247315778968,0.0818868991653,0.018036503333,0.0,0.0,0.0,,1.48836057989,0.575910313171,2.41587896373,0.920076869003,37.8364706079,37.52572451,38.1472167058,0.439461346105,95.7438206305,95.6643091367,95.8233321243,0.112446232897,373.556039427,359.897249748,397.071741295,8.87001056741,1006.95044,1006.95044,1006.95044,,,,,,0.998112317214,0.998112317214,0.998112317214,0.00278751762314,,,,,87.4703770994,87.4703770994,87.4703770994,2.28418636125,17.739895,17.739895,17.739895,0.628594593951,Car,Luca
876,77.0,,100.0,9.99346632118,8.96562096134,10.8916451194,0.504117059576,0.563791884308,0.521799103987,0.672663744621,0.0647921318639,9.8066501563,9.80664966214,9.80665053121,2.64443011405e-07,0.183202097809,0.0206668572373,0.380875066732,0.0988191384778,0.265652184888,0.141208498859,0.313019733394,0.0831748152281,30.0,30.0,30.0,39.5979797464,1.65830750209,0.379803005713,2.7959953197,1.1222254603,78.37571835,76.5432606086,79.2737394335,1.10436115049,157.42921752,156.79590908,158.06252596,0.895633385013,193.201458416,35.864971592,360.560467727,181.729454699,,,,,,,,,0.322241915004,0.308054844036,0.378193174062,0.0256078524026,,,,,89.770732316,89.770732316,89.770732316,0.00638923521873,9.0,9.0,9.0,,Car,andrea
13480,559.0,,100.0,9.33048171135,9.14902923812,9.52004390746,0.10385656289,,,,,,,,,,,,,,,,,33.5,33.0,34.0,0.707106781187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.3611272365,57.3611272365,57.3611272365,1.00661125342,0.0,0.0,0.0,0.0,Car,Federica
18786,41.0,,100.0,9.78977129281,9.7587507121,9.8161968759,0.0134885934094,0.295890065254,0.295890065254,0.295890065254,4.22409326952e-05,9.80664975354,9.80664975354,9.80664975354,3.43477119119e-07,0.00409986525381,0.00273187244818,0.00657922014811,0.00180112306541,0.0429908440802,0.0417002261146,0.0441516557365,0.00101786284223,45.0,45.0,45.0,,0.027440833538,0.0231566960902,0.0319007138504,0.00364154653192,113.643342091,113.19072486,114.011622215,0.193432900419,170.802621765,170.521376959,170.99207584,0.248411981947,336.891506916,336.891506916,336.891506916,0.0472997851057,1036.9332,1036.919,1036.95,0.0110624364405,,,,,0.201198417294,0.201079137095,0.201317697493,0.000168687675148,,,,,65.1583690063,65.1583690063,65.1583690063,,,,,,Train,michelangelo
15268,20.0,,100.0,9.90601147575,6.43164569701,14.2026033269,1.04468410393,0.700760401063,0.686746497181,0.718339230274,0.00709599246979,9.80663268921,9.80661529197,9.80664773814,5.4846081819e-06,0.140902237072,0.00656673118978,0.690413822407,0.119666966016,0.142145208906,0.00682102065811,0.680812351492,0.118567845364,6.81481481481,3.0,11.0,2.57259278127,1.00351975401,0.0410309532002,4.40125666173,0.739564645855,26.3738354033,25.8213103889,27.067878007,0.352850585239,59.4787766729,58.6469112605,60.9762248749,0.581645221564,253.10237864,244.988595874,260.128645117,3.28471059504,1007.78348,1007.7224,1007.8657,0.0404420142737,5.33333333333,0.0,8.0,4.61880215352,0.929186732937,0.914070200184,0.941615192379,0.00654237337327,12992.25,12987.0,12995.0,3.59397644214,,,,,7.79723926667,7.5873494,8.146695,0.304673347068,Bus,Luca
343,35.0,,100.0,9.63971144226,8.99613405513,10.0278019439,0.255052884981,0.969449682672,0.965963393939,0.972935971405,0.00493035680856,9.80665010213,9.8066495866,9.80665038832,2.15667789345e-07,0.0415540643649,0.00801442385723,0.123026208034,0.0300742373795,0.06575401641,0.0396038786961,0.116849852424,0.0293209584453,2.5,1.0,4.0,2.12132034356,0.2789968597,0.157357565789,0.374630842155,0.0848212769796,36.2758019598,35.4292692093,37.5821973142,0.950412143203,135.955179721,134.611517396,136.769306743,0.937386549196,131.29409779,129.655121874,132.691329461,1.36531981989,,,,,,,,,0.780795203731,0.774057911284,0.786845052675,0.0050620043871,,,,,89.8084408315,89.8084408315,89.8084408315,0.0101714372632,4.75,4.75,4.75,,Bus,andrea
4650,27.0,,69.0,9.60210856296,9.0147864831,10.0685281258,0.267790551832,0.896536138414,0.894286543493,0.897685292524,0.00152896420898,9.80665022386,9.80664970788,9.8066507289,3.34175541275e-07,0.0374507823437,0.0071743899406,0.0848203035573,0.0213908240187,0.0304911474402,0.0210245735814,0.0391081185732,0.00813950524981,48.0,48.0,48.0,,0.255171829308,0.158721899497,0.345489805073,0.076332631325,100.965696313,100.525532136,101.24296106,0.385458471571,140.174223103,140.174223103,140.174223103,0.322090749462,151.073183017,150.492419282,151.483071142,0.421325572144,,,,,,,,,0.968082050052,0.967066420758,0.96880641366,0.00047710896432,,,,,89.8157384837,89.8157384837,89.8157384837,0.00499508108643,,,,,Train,andrea
