11,android.sensor.light,15.0,0.0,0.0
53,android.sensor.gyroscope,0.10531317,-0.74036866,-0.3725056
105,android.sensor.orientation,86.390625,-7.234375,-3.328125
158,android.sensor.gyroscope,0.1065349,-0.47891834,-0.284541
211,android.sensor.gyroscope,0.21160373,0.010995574,-0.12449434
260,android.sensor.gyroscope,0.20793852,0.028099801,0.05998697
312,android.sensor.magnetic_field,-86.9375,9.5,17.0
361,android.sensor.gyroscope,0.17739527,-0.028099801,0.1858252
410,android.sensor.accelerometer,1.2160245,2.0397832,10.904995
462,android.sensor.orientation,85.234375,-9.296875,4.515625
515,android.sensor.magnetic_field,-83.8125,12.0625,16.375
563,android.sensor.orientation,84.578125,-13.90625,1.765625
616,android.sensor.light,101.0,0.0,0.0
671,android.sensor.gyroscope,0.6245487,-0.8894198,-0.11227703
720,android.sensor.gyroscope,0.5891185,-0.28955013,-0.36151004
772,android.sensor.magnetic_field,-88.5,14.5625,13.375
821,android.sensor.gyroscope,-9.773821E-4,-1.1850786,-0.14770722
872,android.sensor.magnetic_field,-92.9375,15.125,13.4375
924,android.sensor.accelerometer,4.4718323,3.0596747,5.64863
974,android.sensor.accelerometer,9.57129,2.745862,8.159133
1025,android.sensor.accelerometer,6.668522,2.6674087,5.7270837
1077,android.sensor.gyroscope,-0.7633372,-1.9975293,-0.4678006
1132,android.sensor.gyroscope,-0.6594901,-1.1166617,-0.41893137
1179,android.sensor.gyroscope,0.013683382,-1.3231342,-0.24788912
1232,android.sensor.magnetic_field,-112.6875,25.4375,40.6875
1282,android.sensor.gyroscope,1.1682186,0.82466805,1.4258817
1336,android.sensor.magnetic_field,-115.125,27.0625,41.625
1382,android.sensor.orientation,76.90625,8.359375,35.71875
1432,android.sensor.magnetic_field,-98.75,32.4375,20.8125
1482,android.sensor.orientation,276.04688,179.60938,62.171875
1533,android.sensor.magnetic_field,-71.6875,24.9375,4.375
1586,android.sensor.accelerometer,15.651413,-0.0392266,7.100014
1634,android.sensor.accelerometer,12.474058,-5.1386843,-0.1176798
1690,android.sensor.gyroscope,0.8175821,-2.5094345,0.7588168
1740,android.sensor.gyroscope,1.6801237,-4.3640213,-1.1690738
1792,android.sensor.magnetic_field,-80.875,15.25,6.375
1842,android.sensor.gyroscope,-0.080389865,-0.5326745,-1.662653
1893,android.sensor.magnetic_field,-90.3125,12.4375,9.5625
1944,android.sensor.accelerometer,12.042566,1.9221034,0.1569064
1993,android.sensor.orientation,48.34375,-178.125,88.078125
2046,android.sensor.accelerometer,5.64863,0.70607877,-0.1176798
2098,android.sensor.gyroscope,-0.9746966,3.758043,-1.1202047
2152,android.sensor.gyroscope,1.1364536,1.2180653,-0.13060299
2200,android.sensor.gyroscope,0.74305654,3.3206635,1.5358374
2252,android.sensor.magnetic_field,-90.8125,2.75,23.375
2301,android.sensor.gyroscope,1.5836071,-0.516792,1.0129368
2352,android.sensor.magnetic_field,-84.25,-0.8125,18.25
2403,android.sensor.orientation,104.84375,-178.76563,81.578125
2455,android.sensor.magnetic_field,-82.875,-4.1875,17.3125
2509,android.sensor.gyroscope,-1.9618549,0.4691445,-0.14159857
2565,android.sensor.orientation,91.390625,-2.625,85.15625
2613,android.sensor.gyroscope,-1.2666903,0.57543504,-0.33096677
2665,android.sensor.accelerometer,11.76798,0.588399,4.785645
2718,android.sensor.gyroscope,0.9861809,1.1948525,0.70506066
2766,android.sensor.gyroscope,1.3527,-1.7519615,1.5285071
2820,android.sensor.gyroscope,2.4620314,-0.43127087,0.7746993
2874,android.sensor.gyroscope,1.4736513,0.25778514,0.3849673
2922,android.sensor.gyroscope,-0.054733522,0.1600467,0.08564331
2973,android.sensor.magnetic_field,-83.5625,-7.0,18.875
3023,android.sensor.gyroscope,-0.28441885,-0.52412236,0.2860071
3074,android.sensor.orientation,130.6875,6.5625,83.4375
3132,android.sensor.magnetic_field,-81.75,-6.125,16.8125
3186,android.sensor.gyroscope,-0.9392664,0.70371675,0.25546387
3236,android.sensor.orientation,337.67365,30.915888,76.53102
3291,android.sensor.gyroscope,0.8798903,-0.17226401,0.32388076
3343,android.sensor.orientation,104.75,14.078125,74.3125
3396,android.sensor.rotation_vector,-0.08864143,-0.62088037,0.01607179,0.7787117,0.0
3450,android.sensor.gyroscope,-0.6045122,0.32498032,-0.3639535
3498,android.sensor.gyroscope,-0.75356334,0.79534656,-0.5398827
3552,android.sensor.gyroscope,-0.31862733,0.18936822,-0.45680502
3600,android.sensor.gyroscope,-0.032742374,-0.009773845,-0.5020091
3654,android.sensor.gyroscope,0.37775907,-0.23457226,-0.2918714
3704,android.sensor.accelerometer,10.512729,-3.0989013,1.9613299
3756,android.sensor.orientation,349.2892,22.531824,79.31463
3809,android.sensor.gyroscope,-1.0052398,-0.1441642,-0.53255236
3862,android.sensor.gyroscope,-1.8702251,0.5363397,-0.95527107
3910,android.sensor.gyroscope,-2.2990525,0.68294734,-0.8111069
3967,android.sensor.gyroscope,-2.356474,-0.06719518,-0.7463552
4012,android.sensor.gyroscope,-2.0046153,-0.24923304,-0.7683463
4064,android.sensor.accelerometer,9.649743,1.0198916,2.941995
4113,android.sensor.gyroscope,-0.49577823,0.2724459,-0.52766544
4166,android.sensor.gyroscope,0.51214945,0.037873644,0.08197812
4218,android.sensor.magnetic_field,-94.1875,22.8125,32.4375
4268,android.sensor.orientation,59.578125,-24.1875,65.71875
4321,android.sensor.gyroscope,-0.051068336,0.5717699,-0.16725491
4370,android.sensor.gyroscope,-0.2941927,0.0720821,-0.059742622
4423,android.sensor.gyroscope,-0.9087231,0.1160644,-0.4274835
4471,android.sensor.gyroscope,-1.2410339,-0.19914207,-0.5545435
4524,android.sensor.accelerometer,10.9442215,2.353596,1.372931
4572,android.sensor.gyroscope,-0.18545869,-1.142318,0.22858576
4645,android.sensor.accelerometer,9.885103,-0.6668522,2.2751427
